"order_id,region_id,city,courier_id,lng,lat,aoi_id,aoi_type,accept_time,accept_gps_time,accept_gps_lng,accept_gps_lat,delivery_time,delivery_gps_time,delivery_gps_lng,delivery_gps_lat,ds"
"2450748,31,Jilin,949,126.59302,43.85449,10080,14,10-01 07:56:00,10-01 07:56:00,nan,nan,10-01 11:45:00,10-01 11:45:00,126.59344,43.85508,1001"
"3004095,31,Jilin,435,126.55705,43.85952,10631,1,05-18 08:43:00,05-18 08:43:00,126.566,43.87079,05-18 15:33:00,05-18 15:33:00,126.55006,43.8611,0518"
"150158,31,Jilin,435,126.55647,43.85952,10631,1,06-05 11:41:00,06-05 11:41:00,126.56601,43.8708,06-05 15:08:00,06-05 15:08:00,126.55718,43.85909,0605"
"1766871,31,Jilin,4609,126.55698,43.85924,10631,1,06-18 12:18:00,06-18 12:18:00,126.56608,43.8712,06-18 15:40:00,06-18 15:40:00,126.55463,43.86008,0618"
"2243543,31,Jilin,1558,126.5684,43.84365,10752,14,10-08 09:06:00,10-08 09:06:00,126.56597,43.87087,10-08 17:10:00,10-08 17:10:00,126.5662,43.87064,1008"
"2978007,31,Jilin,435,126.56305,43.86928,10863,1,08-01 08:11:00,08-01 08:11:00,126.56611,43.87105,08-01 08:48:00,08-01 08:48:00,126.56342,43.8695,0801"
"292399,31,Jilin,435,126.56001,43.86919,10863,1,07-06 07:56:00,07-06 07:56:00,126.5661,43.87083,07-06 09:02:00,07-06 09:02:00,126.56259,43.8713,0706"
"4074849,31,Jilin,435,126.56234,43.86879,10863,1,05-30 08:42:00,05-30 08:42:00,126.56603,43.87077,05-30 10:35:00,05-30 10:35:00,126.56264,43.86831,0530"
"1517467,31,Jilin,435,126.56352,43.86844,10863,1,07-20 07:52:00,07-20 07:52:00,126.56616,43.87106,07-20 08:45:00,07-20 08:45:00,126.56232,43.86811,0720"
"1010071,31,Jilin,1558,126.58548,43.86024,11600,14,10-10 09:28:00,10-10 09:28:00,126.56605,43.87089,10-10 19:08:00,10-10 19:08:00,126.56628,43.87068,1010"
"4505425,31,Jilin,949,126.5892,43.8517,11647,1,06-13 08:20:00,06-13 08:20:00,126.56614,43.87102,06-13 10:06:00,06-13 10:06:00,126.58913,43.85166,0613"
"3552871,31,Jilin,4849,126.58225,43.83714,12538,14,07-07 07:48:00,07-07 07:48:00,126.56625,43.87105,07-07 10:32:00,07-07 10:32:00,126.58141,43.83739,0707"
"273757,31,Jilin,4849,126.57324,43.83915,12996,1,09-29 08:24:00,09-29 08:24:00,126.56639,43.87096,09-29 14:19:00,09-29 14:19:00,126.5735,43.83863,0929"
"1348625,31,Jilin,4849,126.57337,43.8392,12996,1,06-03 13:21:00,06-03 13:21:00,126.5661,43.87136,06-03 15:34:00,06-03 15:34:00,126.57317,43.84007,0603"
"2701545,31,Jilin,4849,126.57585,43.83926,12996,1,09-15 07:45:00,09-15 07:45:00,126.56617,43.87105,09-15 11:07:00,09-15 11:07:00,126.57536,43.83948,0915"
"1904274,31,Jilin,4849,126.57529,43.83944,12996,1,05-29 14:32:00,05-29 14:32:00,126.56613,43.87085,05-29 18:40:00,05-29 18:40:00,126.57501,43.83947,0529"
"3299774,31,Jilin,4849,126.57585,43.83902,12996,1,09-05 14:49:00,09-05 14:49:00,126.56609,43.87092,09-05 17:02:00,09-05 17:02:00,126.56675,43.84873,0905"
"4174151,31,Jilin,4849,126.574,43.8392,12996,1,09-22 08:07:00,09-22 08:07:00,126.56628,43.87106,09-22 12:23:00,09-22 12:23:00,126.57325,43.83971,0922"
"1413044,31,Jilin,4849,126.57527,43.83891,12996,1,05-27 08:48:00,05-27 08:48:00,126.56614,43.87105,05-27 12:17:00,05-27 12:17:00,126.57548,43.83972,0527"
"4221177,31,Jilin,435,126.55875,43.87149,13183,1,09-21 09:06:00,09-21 09:06:00,126.56603,43.87071,09-21 10:50:00,09-21 10:50:00,126.55908,43.8716,0921"
"3910461,31,Jilin,435,126.5582,43.86944,13183,1,07-06 07:53:00,07-06 07:53:00,126.56606,43.87087,07-06 09:25:00,07-06 09:25:00,126.55803,43.86934,0706"
"2711929,31,Jilin,435,126.55936,43.87076,13183,1,06-14 08:20:00,06-14 08:20:00,126.56608,43.87073,06-14 09:05:00,06-14 09:05:00,126.55936,43.87068,0614"
"2253987,31,Jilin,435,126.55748,43.87087,13183,1,05-31 16:24:00,05-31 16:24:00,126.56615,43.87071,05-31 21:22:00,05-31 21:22:00,126.55334,43.87137,0531"
"1651515,31,Jilin,435,126.55878,43.87159,13183,1,09-23 07:45:00,09-23 07:45:00,126.56607,43.87075,09-23 09:46:00,09-23 09:46:00,126.55882,43.87175,0923"
"2922746,31,Jilin,435,126.5588,43.87153,13183,1,05-24 08:38:00,05-24 08:38:00,126.56617,43.8712,05-24 13:43:00,05-24 13:43:00,126.55701,43.87468,0524"
"402693,31,Jilin,435,126.56038,43.87284,13184,14,07-14 13:31:00,07-14 13:31:00,126.56624,43.87066,07-14 15:39:00,07-14 15:39:00,126.56017,43.8731,0714"
"3196491,31,Jilin,4849,126.57298,43.84622,13316,1,09-28 08:29:00,09-28 08:29:00,126.56621,43.87106,09-28 15:14:00,09-28 15:14:00,126.5729,43.84602,0928"
"3713239,31,Jilin,4849,126.57304,43.84636,13316,1,09-20 08:32:00,09-20 08:32:00,126.56615,43.87094,09-20 10:45:00,09-20 10:45:00,126.57346,43.84629,0920"
"1365172,31,Jilin,949,126.59073,43.85024,13468,1,06-18 15:16:00,06-18 15:16:00,126.56602,43.87122,06-18 17:20:00,06-18 17:20:00,126.59074,43.85016,0618"
"1475490,31,Jilin,949,126.59103,43.85048,13468,1,08-14 08:04:00,08-14 08:04:00,126.56608,43.8711,08-14 09:21:00,08-14 09:21:00,126.59132,43.85067,0814"
"2484805,31,Jilin,949,126.59078,43.85028,13468,1,06-13 08:19:00,06-13 08:19:00,126.56614,43.87119,06-13 10:28:00,06-13 10:28:00,126.59029,43.84867,0613"
"256528,31,Jilin,949,126.59237,43.86248,13549,1,05-17 08:09:00,05-17 08:09:00,126.56596,43.87128,05-17 13:53:00,05-17 13:53:00,126.59266,43.86275,0517"
"3682403,31,Jilin,949,126.58674,43.86296,13549,1,09-02 07:45:00,09-02 07:45:00,126.56615,43.87112,09-02 13:31:00,09-02 13:31:00,126.58687,43.86293,0902"
"1045449,31,Jilin,949,126.59224,43.86122,13549,1,07-28 07:55:00,07-28 07:55:00,126.56604,43.87095,07-28 12:16:00,07-28 12:16:00,126.59238,43.86127,0728"
"347747,31,Jilin,949,126.58979,43.86175,13549,1,08-09 07:54:00,08-09 07:54:00,126.56593,43.871,08-09 11:33:00,08-09 11:33:00,126.59119,43.86181,0809"
"3663975,31,Jilin,949,126.58969,43.86128,13549,1,07-22 07:42:00,07-22 07:42:00,126.56618,43.87112,07-22 11:30:00,07-22 11:30:00,126.58948,43.86146,0722"
"3905828,31,Jilin,949,126.5892,43.86009,13549,1,05-21 08:46:00,05-21 08:46:00,126.56608,43.87114,05-21 14:58:00,05-21 14:58:00,126.58933,43.86034,0521"
"533059,31,Jilin,949,126.59102,43.86047,13549,1,09-07 08:35:00,09-07 08:35:00,126.56601,43.87091,09-07 13:55:00,09-07 13:55:00,126.59113,43.86063,0907"
"2395475,31,Jilin,949,126.5872,43.86246,13549,1,06-07 14:07:00,06-07 14:07:00,126.56607,43.87093,06-07 19:12:00,06-07 19:12:00,126.58725,43.86207,0607"
"36787,31,Jilin,949,126.58841,43.86114,13549,1,09-18 08:13:00,09-18 08:13:00,126.56598,43.87098,09-18 13:41:00,09-18 13:41:00,126.58918,43.86126,0918"
"2560257,31,Jilin,949,126.58702,43.86294,13549,1,06-19 08:20:00,06-19 08:20:00,126.56594,43.87055,06-19 13:10:00,06-19 13:10:00,126.58817,43.86303,0619"
"3995287,31,Jilin,949,126.58971,43.86176,13549,1,06-10 08:16:00,06-10 08:16:00,126.5661,43.87129,06-10 14:20:00,06-10 14:20:00,126.59128,43.86182,0610"
"3257358,31,Jilin,949,126.58719,43.863,13549,1,09-07 08:35:00,09-07 08:35:00,126.5661,43.87095,09-07 14:23:00,09-07 14:23:00,126.58716,43.8628,0907"
"1024068,31,Jilin,949,126.58658,43.86354,13549,1,06-12 09:00:00,06-12 09:00:00,126.56609,43.87123,06-12 11:04:00,06-12 11:04:00,126.58656,43.86358,0612"
"994710,31,Jilin,949,126.59168,43.86078,13549,1,06-15 07:38:00,06-15 07:38:00,126.56611,43.87118,06-15 11:50:00,06-15 11:50:00,126.59162,43.86109,0615"
"211201,31,Jilin,1558,126.58992,43.86334,13549,1,10-07 09:08:00,10-07 09:08:00,126.56628,43.87119,10-07 15:17:00,10-07 15:17:00,126.5663,43.87062,1007"
"4380662,31,Jilin,435,126.54906,43.868,13919,1,08-31 09:14:00,08-31 09:14:00,126.56623,43.87067,08-31 16:13:00,08-31 16:13:00,126.54979,43.86818,0831"
"2428911,31,Jilin,435,126.54758,43.86891,13919,1,09-12 07:54:00,09-12 07:54:00,126.56602,43.87068,09-12 18:06:00,09-12 18:06:00,126.53202,43.88194,0912"
"2556296,31,Jilin,949,126.54759,43.86908,13919,1,05-16 13:51:00,05-16 13:51:00,126.56745,43.87046,05-16 15:01:00,05-16 15:01:00,126.54668,43.86703,0516"
"2969176,31,Jilin,3073,126.54766,43.869,13919,1,06-05 15:06:00,06-05 15:06:00,126.56613,43.87107,06-05 16:49:00,06-05 16:49:00,126.54861,43.86722,0605"
"3413559,31,Jilin,3073,126.54704,43.8691,13919,1,06-18 13:06:00,06-18 13:06:00,126.56603,43.87095,06-18 13:48:00,06-18 13:48:00,126.5461,43.86702,0618"
"294288,31,Jilin,3073,126.54929,43.86959,13919,1,06-01 12:33:00,06-01 12:33:00,126.56592,43.8708,06-01 14:21:00,06-01 14:21:00,126.54933,43.86943,0601"
"2471639,31,Jilin,3073,126.5477,43.86765,13919,1,06-08 09:56:00,06-08 09:56:00,126.56597,43.87079,06-08 18:38:00,06-08 18:38:00,126.54034,43.8663,0608"
"1863311,31,Jilin,4849,126.57359,43.84453,13989,7,08-06 08:02:00,08-06 08:02:00,126.56605,43.87077,08-06 11:31:00,08-06 11:31:00,126.57448,43.84368,0806"
"1986238,31,Jilin,4849,126.574,43.84464,13989,7,06-03 16:08:00,06-03 16:08:00,126.56613,43.87087,06-03 17:53:00,06-03 17:53:00,126.5675,43.84727,0603"
"3540284,31,Jilin,4849,126.57359,43.8445,13989,7,09-21 09:26:00,09-21 09:26:00,126.5663,43.87091,09-21 11:41:00,09-21 11:41:00,126.57342,43.84479,0921"
"414096,31,Jilin,4849,126.57374,43.84423,13989,7,05-30 08:27:00,05-30 08:27:00,126.56618,43.87085,05-30 11:05:00,05-30 11:05:00,126.57456,43.8445,0530"
"1199963,31,Jilin,949,126.59249,43.84626,14083,4,09-28 08:18:00,09-28 08:18:00,126.56603,43.87117,09-28 11:50:00,09-28 11:50:00,126.59557,43.84568,0928"
"2876967,31,Jilin,949,126.59191,43.84582,14083,4,09-03 08:03:00,09-03 08:03:00,126.56629,43.87119,09-03 09:05:00,09-03 09:05:00,126.58658,43.84527,0903"
"2625417,31,Jilin,435,126.56199,43.86057,14907,1,09-08 08:42:00,09-08 08:42:00,126.56591,43.87102,09-08 14:24:00,09-08 14:24:00,126.56618,43.8708,0908"
"433456,31,Jilin,435,126.56077,43.86167,14907,1,06-27 09:46:00,06-27 09:46:00,126.5661,43.87071,06-27 11:00:00,06-27 11:00:00,126.5646,43.86373,0627"
"1742789,31,Jilin,435,126.56164,43.86161,14907,1,05-28 09:21:00,05-28 09:21:00,126.56609,43.87089,05-28 10:38:00,05-28 10:38:00,126.56418,43.86371,0528"
"2414202,31,Jilin,435,126.56234,43.86171,14907,1,06-06 09:44:00,06-06 09:44:00,126.56439,43.86453,06-06 09:46:00,06-06 09:46:00,126.56464,43.8647,0606"
"2906976,31,Jilin,4849,126.58266,43.84541,15911,14,05-18 09:10:00,05-18 09:10:00,126.56615,43.87092,05-18 11:59:00,05-18 11:59:00,126.58157,43.84587,0518"
"2526580,31,Jilin,435,126.56095,43.8571,16176,1,08-26 08:45:00,08-26 08:45:00,126.56602,43.87079,08-26 14:06:00,08-26 14:06:00,126.55236,43.85838,0826"
"319297,31,Jilin,4849,126.57875,43.84349,16497,1,07-27 08:29:00,07-27 08:29:00,126.56617,43.87097,07-27 12:34:00,07-27 12:34:00,126.5774,43.84331,0727"
"2762726,31,Jilin,4849,126.58118,43.84479,16497,1,08-08 08:54:00,08-08 08:54:00,126.56616,43.871,08-08 18:03:00,08-08 18:03:00,126.5811,43.84517,0808"
"1675475,31,Jilin,4849,126.57877,43.84346,16497,1,09-30 08:45:00,09-30 08:45:00,126.56632,43.87093,09-30 11:53:00,09-30 11:53:00,126.57815,43.84386,0930"
"3530210,31,Jilin,4849,126.57998,43.8451,16497,1,05-27 15:14:00,05-27 15:14:00,126.56617,43.87085,05-27 16:45:00,05-27 16:45:00,126.58004,43.84517,0527"
"3908102,31,Jilin,4849,126.56713,43.83967,16746,12,09-30 08:46:00,09-30 08:46:00,126.56598,43.87108,09-30 15:22:00,09-30 15:22:00,126.56762,43.84018,0930"
"3336378,31,Jilin,4849,126.56727,43.83955,16746,12,08-28 08:46:00,08-28 08:46:00,126.56634,43.87094,08-28 11:57:00,08-28 11:57:00,126.56782,43.83991,0828"
"2624271,31,Jilin,949,126.58825,43.84388,16960,1,07-26 08:00:00,07-26 08:00:00,126.56606,43.87105,07-26 09:28:00,07-26 09:28:00,126.59165,43.84736,0726"
"3467893,31,Jilin,4849,126.56729,43.84795,17682,7,05-20 15:21:00,05-20 15:21:00,126.56603,43.87115,05-20 17:37:00,05-20 17:37:00,126.56735,43.84699,0520"
"1816502,31,Jilin,4849,126.56775,43.84582,17682,7,08-19 08:41:00,08-19 08:41:00,126.56662,43.87056,08-19 12:50:00,08-19 12:50:00,126.5673,43.84804,0819"
"4094759,31,Jilin,4849,126.56732,43.84685,17682,7,08-23 09:06:00,08-23 09:06:00,126.56615,43.87072,08-23 12:06:00,08-23 12:06:00,126.56705,43.84806,0823"
"3600872,31,Jilin,4849,126.56716,43.84686,17682,7,08-11 15:40:00,08-11 15:40:00,126.56669,43.87073,08-11 17:54:00,08-11 17:54:00,126.56677,43.84799,0811"
"1796280,31,Jilin,4849,126.56764,43.84804,17682,7,09-18 08:16:00,09-18 08:16:00,126.56613,43.87097,09-18 11:27:00,09-18 11:27:00,126.57115,43.84497,0918"
"3988356,31,Jilin,4849,126.56693,43.84746,17682,7,09-04 08:54:00,09-04 08:54:00,126.56609,43.87099,09-04 11:36:00,09-04 11:36:00,126.56717,43.84833,0904"
"1227798,31,Jilin,4849,126.56671,43.84755,17682,7,06-27 15:21:00,06-27 15:21:00,126.56628,43.87078,06-27 18:17:00,06-27 18:17:00,126.56558,43.84678,0627"
"478185,31,Jilin,949,126.59406,43.84225,18965,14,09-26 07:34:00,09-26 07:34:00,126.56615,43.87097,09-26 11:30:00,09-26 11:30:00,126.59375,43.84235,0926"
"2956889,31,Jilin,949,126.59364,43.84202,18965,14,09-08 08:34:00,09-08 08:34:00,126.56604,43.87091,09-08 13:44:00,09-08 13:44:00,126.59405,43.84193,0908"
"2246479,31,Jilin,949,126.59344,43.84176,18965,14,07-21 07:43:00,07-21 07:43:00,126.56615,43.87101,07-21 09:01:00,07-21 09:01:00,126.59323,43.84145,0721"
"1903970,31,Jilin,949,126.5946,43.84185,18965,14,09-02 07:46:00,09-02 07:46:00,126.56603,43.8711,09-02 11:57:00,09-02 11:57:00,126.59722,43.84342,0902"
"1762017,31,Jilin,949,126.59354,43.84178,18965,14,05-17 08:11:00,05-17 08:11:00,126.56607,43.87137,05-17 12:04:00,05-17 12:04:00,126.5942,43.84218,0517"
"2775720,31,Jilin,4849,126.57494,43.84098,20255,14,06-17 13:29:00,06-17 13:29:00,126.56616,43.87118,06-17 15:14:00,06-17 15:14:00,126.57512,43.84097,0617"
"694528,31,Jilin,4849,126.57258,43.8408,20360,14,06-11 09:10:00,06-11 09:10:00,126.56604,43.87101,06-11 12:25:00,06-11 12:25:00,126.57264,43.84059,0611"
"3868416,31,Jilin,4849,126.57401,43.85332,20428,1,06-07 14:54:00,06-07 14:54:00,126.56612,43.87076,06-07 15:57:00,06-07 15:57:00,126.57415,43.85362,0607"
"664732,31,Jilin,4849,126.5706,43.85228,20936,14,07-16 08:13:00,07-16 08:13:00,126.5661,43.87087,07-16 09:37:00,07-16 09:37:00,126.56838,43.8536,0716"
"1441182,31,Jilin,949,126.59031,43.85269,22008,1,08-31 09:04:00,08-31 09:04:00,126.56591,43.87091,08-31 14:53:00,08-31 14:53:00,126.59059,43.85298,0831"
"4009859,31,Jilin,4849,126.56759,43.8499,23349,7,09-28 08:31:00,09-28 08:31:00,126.56643,43.87099,09-28 15:46:00,09-28 15:46:00,126.5674,43.85005,0928"
"4209111,31,Jilin,4849,126.5679,43.84452,25071,4,05-21 09:54:00,05-21 09:54:00,126.56592,43.87132,05-21 12:15:00,05-21 12:15:00,126.56778,43.84444,0521"
"1405694,31,Jilin,949,126.58659,43.85924,25537,1,09-14 07:57:00,09-14 07:57:00,126.56604,43.87096,09-14 14:09:00,09-14 14:09:00,126.58698,43.85738,0914"
"83885,31,Jilin,4849,126.57521,43.83847,25646,14,08-23 09:05:00,08-23 09:05:00,126.56619,43.87086,08-23 13:35:00,08-23 13:35:00,126.57538,43.83878,0823"
"3312406,31,Jilin,949,126.58824,43.85041,26361,7,08-27 15:31:00,08-27 15:31:00,126.56603,43.87111,08-27 15:36:00,08-27 15:36:00,126.56626,43.87067,0827"
"211938,31,Jilin,4849,126.56866,43.84188,26637,14,05-17 13:11:00,05-17 13:11:00,126.57146,43.84169,05-17 13:21:00,05-17 13:21:00,126.56906,43.84202,0517"
"2592495,31,Jilin,4849,126.56959,43.84507,26705,1,06-06 14:46:00,06-06 14:46:00,126.56617,43.87106,06-06 20:24:00,06-06 20:24:00,126.5669,43.84757,0606"
"2296677,31,Jilin,4849,126.57058,43.84744,26865,1,09-13 07:54:00,09-13 07:54:00,126.56615,43.871,09-13 10:01:00,09-13 10:01:00,126.57042,43.84729,0913"
"3678622,31,Jilin,4849,126.57167,43.84849,26865,1,05-20 15:20:00,05-20 15:20:00,126.56617,43.87106,05-20 16:30:00,05-20 16:30:00,126.57276,43.8488,0520"
"683149,31,Jilin,1558,126.56232,43.88526,28017,14,10-12 09:50:00,10-12 09:50:00,126.56622,43.87072,10-12 18:34:00,10-12 18:34:00,126.56637,43.87072,1012"
"366268,31,Jilin,4322,126.56457,43.88307,28017,14,06-06 10:26:00,06-06 10:26:00,126.5661,43.87117,06-06 13:11:00,06-06 13:11:00,126.5613,43.88597,0606"
"373685,31,Jilin,4849,126.56777,43.84189,28096,14,08-13 08:22:00,08-13 08:22:00,126.5661,43.87105,08-13 10:03:00,08-13 10:03:00,126.56798,43.842,0813"
"331501,31,Jilin,4849,126.58383,43.84632,28957,0,07-11 07:14:00,07-11 07:14:00,126.56615,43.87081,07-11 10:10:00,07-11 10:10:00,126.58275,43.84679,0711"
"3641835,31,Jilin,4849,126.58382,43.84637,28957,0,09-15 07:45:00,09-15 07:45:00,126.56628,43.87107,09-15 12:47:00,09-15 12:47:00,126.58372,43.84726,0915"
"4367795,31,Jilin,4849,126.57632,43.84299,29193,1,09-25 08:08:00,09-25 08:08:00,126.56632,43.87099,09-25 13:05:00,09-25 13:05:00,126.57604,43.84305,0925"
"3763646,31,Jilin,4849,126.5753,43.84165,29193,1,08-26 08:55:00,08-26 08:55:00,126.56625,43.87087,08-26 16:14:00,08-26 16:14:00,126.57386,43.84009,0826"
"3879476,31,Jilin,4849,126.57567,43.84297,29193,1,08-04 18:27:00,08-04 18:27:00,126.57693,43.84278,08-04 18:36:00,08-04 18:36:00,126.57577,43.84299,0804"
"1427291,31,Jilin,949,126.59198,43.84748,29492,1,08-11 09:21:00,08-11 09:21:00,126.56595,43.87092,08-11 11:11:00,08-11 11:11:00,126.58959,43.84734,0811"
"301259,31,Jilin,4849,126.56957,43.85325,30113,14,07-15 07:59:00,07-15 07:59:00,126.5661,43.87108,07-15 10:37:00,07-15 10:37:00,126.56923,43.85362,0715"
"4287429,31,Jilin,435,126.55277,43.87223,30242,1,06-17 07:19:00,06-17 07:19:00,126.56609,43.87087,06-17 12:17:00,06-17 12:17:00,126.54937,43.87241,0617"
"3138712,31,Jilin,435,126.54955,43.87305,30242,1,06-19 15:30:00,06-19 15:30:00,126.56597,43.87087,06-19 17:52:00,06-19 17:52:00,126.54916,43.87251,0619"
"3700110,31,Jilin,435,126.55213,43.87203,30242,1,07-20 07:51:00,07-20 07:51:00,126.56612,43.87108,07-20 09:47:00,07-20 09:47:00,126.55181,43.87216,0720"
