"order_id,region_id,city,courier_id,lng,lat,aoi_id,aoi_type,accept_time,accept_gps_time,accept_gps_lng,accept_gps_lat,delivery_time,delivery_gps_time,delivery_gps_lng,delivery_gps_lat,ds"
"386832,31,Jilin,4849,126.56813,43.84005,2928,13,07-21 07:47:00,07-21 07:47:00,126.56611,43.8708,07-21 10:20:00,07-21 10:20:00,126.56847,43.83929,0721"
"2393000,31,Jilin,4849,126.56813,43.83921,2928,13,08-21 09:10:00,08-21 09:10:00,126.56665,43.87071,08-21 15:29:00,08-21 15:29:00,126.56817,43.84396,0821"
"3195852,31,Jilin,4849,126.56877,43.83911,2928,13,10-02 08:20:00,10-02 08:20:00,126.56612,43.87108,10-02 14:26:00,10-02 14:26:00,126.56875,43.83901,1002"
"3226900,31,Jilin,4849,126.56813,43.83901,2928,13,07-22 07:45:00,07-22 07:45:00,126.56602,43.87111,07-22 13:25:00,07-22 13:25:00,126.56906,43.8391,0722"
"713065,31,Jilin,4849,126.56915,43.8396,2928,13,08-11 09:23:00,08-11 09:23:00,126.56611,43.87097,08-11 10:51:00,08-11 10:51:00,126.56951,43.8393,0811"
"1764472,31,Jilin,4849,126.56815,43.83925,2928,13,05-28 08:56:00,05-28 08:56:00,126.56614,43.87063,05-28 11:12:00,05-28 11:12:00,126.56901,43.83897,0528"
"3190223,31,Jilin,4849,126.56916,43.83956,2928,13,08-31 13:08:00,08-31 13:08:00,126.56619,43.8708,08-31 16:23:00,08-31 16:23:00,126.56824,43.83967,0831"
"4499272,31,Jilin,4849,126.56916,43.83953,2928,13,07-09 08:05:00,07-09 08:05:00,126.56607,43.87114,07-09 12:50:00,07-09 12:50:00,126.56946,43.83968,0709"
"4196872,31,Jilin,4849,126.5682,43.83926,2928,13,07-18 07:29:00,07-18 07:29:00,126.56602,43.87083,07-18 14:25:00,07-18 14:25:00,126.56785,43.84014,0718"
"2826784,31,Jilin,4849,126.56902,43.83909,2928,13,05-17 09:21:00,05-17 09:21:00,126.56623,43.87091,05-17 10:33:00,05-17 10:33:00,126.56926,43.83903,0517"
"4082458,31,Jilin,4849,126.56795,43.83951,2928,13,05-17 09:18:00,05-17 09:18:00,126.56614,43.8711,05-17 10:20:00,05-17 10:20:00,126.56938,43.83924,0517"
"2492403,31,Jilin,4849,126.56899,43.84007,2928,13,07-14 08:09:00,07-14 08:09:00,126.56616,43.87104,07-14 17:01:00,07-14 17:01:00,126.56871,43.83973,0714"
"566991,31,Jilin,4849,126.56887,43.83913,2928,13,07-19 07:35:00,07-19 07:35:00,126.56606,43.87077,07-19 18:38:00,07-19 18:38:00,126.55012,43.85179,0719"
"3964751,31,Jilin,4849,126.56819,43.84016,2928,13,08-01 07:51:00,08-01 07:51:00,126.5661,43.87073,08-01 11:45:00,08-01 11:45:00,126.56771,43.84015,0801"
"1135510,31,Jilin,4849,126.568,43.83942,2928,13,08-23 09:03:00,08-23 09:03:00,126.56635,43.87061,08-23 13:02:00,08-23 13:02:00,126.56761,43.83937,0823"
"1343228,31,Jilin,4849,126.5688,43.83927,2928,13,10-01 07:37:00,10-01 07:37:00,126.5662,43.87074,10-01 13:34:00,10-01 13:34:00,126.56912,43.83919,1001"
"2209868,31,Jilin,4849,126.56875,43.83921,2928,13,07-21 07:49:00,07-21 07:49:00,126.56616,43.87076,07-21 10:36:00,07-21 10:36:00,126.56956,43.83947,0721"
"3419589,31,Jilin,4849,126.56917,43.83959,2928,13,08-16 07:56:00,08-16 07:56:00,126.56621,43.87107,08-16 12:03:00,08-16 12:03:00,126.56903,43.83901,0816"
"3490005,31,Jilin,4849,126.56889,43.8392,2928,13,09-03 08:34:00,09-03 08:34:00,126.56613,43.87092,09-03 10:55:00,09-03 10:55:00,126.57139,43.83992,0903"
"2894143,31,Jilin,4849,126.56913,43.83962,2928,13,09-28 08:30:00,09-28 08:30:00,126.56636,43.87094,09-28 11:28:00,09-28 11:28:00,126.56947,43.83964,0928"
"1549064,31,Jilin,4849,126.56907,43.83961,2928,13,08-12 08:48:00,08-12 08:48:00,126.5661,43.87108,08-12 11:26:00,08-12 11:26:00,126.56951,43.83957,0812"
"4233167,31,Jilin,4849,126.56898,43.84005,2928,13,08-19 08:08:00,08-19 08:08:00,126.56617,43.87102,08-19 14:21:00,08-19 14:21:00,126.569,43.83994,0819"
"1933872,31,Jilin,4849,126.56801,43.83947,2928,13,08-11 09:23:00,08-11 09:23:00,126.56616,43.87109,08-11 10:23:00,08-11 10:23:00,126.56775,43.83934,0811"
"3233865,31,Jilin,435,126.57902,43.87416,3044,1,10-02 08:10:00,10-02 08:10:00,126.56601,43.87085,10-02 10:59:00,10-02 10:59:00,126.57962,43.87055,1002"
"2102763,31,Jilin,949,126.59765,43.84813,3772,14,06-09 13:39:00,06-09 13:39:00,126.56602,43.87088,06-09 16:48:00,06-09 16:48:00,126.59742,43.84777,0609"
"2130253,31,Jilin,435,126.56991,43.8712,4036,14,08-02 08:25:00,08-02 08:25:00,126.56618,43.87096,08-02 09:09:00,08-02 09:09:00,126.56123,43.87095,0802"
"3898535,31,Jilin,4849,126.58355,43.84475,4310,1,08-08 08:54:00,08-08 08:54:00,126.56605,43.87102,08-08 17:43:00,08-08 17:43:00,126.5842,43.84541,0808"
"3932182,31,Jilin,4849,126.58391,43.84446,4310,1,09-05 08:33:00,09-05 08:33:00,126.5662,43.87108,09-05 14:09:00,09-05 14:09:00,126.58572,43.84493,0905"
"1399708,31,Jilin,4849,126.58366,43.84467,4310,1,07-03 08:51:00,07-03 08:51:00,126.56614,43.87112,07-03 10:34:00,07-03 10:34:00,126.58374,43.84577,0703"
"1590688,31,Jilin,4849,126.58494,43.84555,4310,1,09-21 09:24:00,09-21 09:24:00,126.56611,43.87107,09-21 12:52:00,09-21 12:52:00,126.58359,43.84683,0921"
"3815562,31,Jilin,4849,126.58398,43.84551,4310,1,05-24 09:08:00,05-24 09:08:00,126.56604,43.87111,05-24 11:23:00,05-24 11:23:00,126.58479,43.84582,0524"
"3669629,31,Jilin,1558,126.57814,43.84233,5182,1,10-04 07:57:00,10-04 07:57:00,126.56625,43.87119,10-04 18:19:00,10-04 18:19:00,126.5662,43.87074,1004"
"267203,31,Jilin,4849,126.57794,43.84266,5182,1,09-23 07:53:00,09-23 07:53:00,126.56615,43.87107,09-23 14:08:00,09-23 14:08:00,126.57753,43.84274,0923"
"21548,31,Jilin,4849,126.57818,43.84222,5182,1,09-04 08:55:00,09-04 08:55:00,126.56599,43.87109,09-04 14:12:00,09-04 14:12:00,126.57758,43.84225,0904"
"1205802,31,Jilin,4849,126.57895,43.84176,5182,1,08-08 08:56:00,08-08 08:56:00,126.56633,43.87105,08-08 17:35:00,08-08 17:35:00,126.57933,43.84221,0808"
"707934,31,Jilin,4849,126.57887,43.84077,5182,1,08-01 07:50:00,08-01 07:50:00,126.56616,43.8708,08-01 13:57:00,08-01 13:57:00,126.58213,43.8409,0801"
"3506018,31,Jilin,4849,126.57826,43.84303,5182,1,08-20 08:25:00,08-20 08:25:00,126.56617,43.87106,08-20 13:01:00,08-20 13:01:00,126.58524,43.84444,0820"
"4012006,31,Jilin,4849,126.57896,43.84201,5182,1,05-16 09:26:00,05-16 09:26:00,126.56607,43.87091,05-16 12:33:00,05-16 12:33:00,126.57703,43.8407,0516"
"4214172,31,Jilin,4849,126.57834,43.84231,5182,1,05-30 08:31:00,05-30 08:31:00,126.56605,43.87072,05-30 12:04:00,05-30 12:04:00,126.57812,43.84246,0530"
"3057739,31,Jilin,4849,126.57807,43.8426,5182,1,05-20 08:51:00,05-20 08:51:00,126.56616,43.87131,05-20 13:32:00,05-20 13:32:00,126.57763,43.84295,0520"
"693464,31,Jilin,4849,126.57849,43.84238,5182,1,06-27 15:22:00,06-27 15:22:00,126.56629,43.87073,06-27 17:16:00,06-27 17:16:00,126.57824,43.84283,0627"
"1261963,31,Jilin,4849,126.57891,43.84178,5182,1,06-18 08:24:00,06-18 08:24:00,126.56608,43.87118,06-18 11:03:00,06-18 11:03:00,126.57978,43.84224,0618"
"3120263,31,Jilin,4849,126.57891,43.84099,5182,1,06-09 09:38:00,06-09 09:38:00,126.56604,43.87102,06-09 11:33:00,06-09 11:33:00,126.57844,43.84222,0609"
"3429300,31,Jilin,4849,126.57827,43.84236,5182,1,09-17 08:39:00,09-17 08:39:00,126.56615,43.87107,09-17 14:02:00,09-17 14:02:00,126.57756,43.84231,0917"
"957693,31,Jilin,4849,126.57963,43.84136,5182,1,08-20 08:25:00,08-20 08:25:00,126.56616,43.87107,08-20 13:57:00,08-20 13:57:00,126.57705,43.84373,0820"
"3405788,31,Jilin,4849,126.57882,43.84097,5182,1,06-01 07:58:00,06-01 07:58:00,126.56612,43.87071,06-01 12:22:00,06-01 12:22:00,126.57901,43.84103,0601"
"1361402,31,Jilin,4849,126.57859,43.84153,5182,1,08-26 09:12:00,08-26 09:12:00,126.56609,43.87088,08-26 14:12:00,08-26 14:12:00,126.57834,43.84123,0826"
"4484049,31,Jilin,4849,126.57883,43.8409,5182,1,08-10 07:49:00,08-10 07:49:00,126.56602,43.87102,08-10 12:29:00,08-10 12:29:00,126.57901,43.84116,0810"
"3533249,31,Jilin,4849,126.58037,43.84153,5182,1,07-17 08:36:00,07-17 08:36:00,126.56615,43.87119,07-17 12:35:00,07-17 12:35:00,126.57978,43.84158,0717"
"2033777,31,Jilin,4849,126.57874,43.84123,5182,1,05-27 08:50:00,05-27 08:50:00,126.56616,43.87126,05-27 10:43:00,05-27 10:43:00,126.57836,43.84116,0527"
"2688807,31,Jilin,4849,126.57951,43.8422,5182,1,07-17 08:27:00,07-17 08:27:00,126.56612,43.87077,07-17 14:25:00,07-17 14:25:00,126.57918,43.83828,0717"
"2543167,31,Jilin,4849,126.57843,43.8419,5182,1,08-11 08:20:00,08-11 08:20:00,126.5661,43.87093,08-11 15:21:00,08-11 15:21:00,126.57802,43.84171,0811"
"2026738,31,Jilin,4849,126.58055,43.84185,5182,1,06-29 09:15:00,06-29 09:15:00,126.56607,43.87116,06-29 11:55:00,06-29 11:55:00,126.58069,43.84181,0629"
"4190960,31,Jilin,4849,126.57903,43.84237,5182,1,06-03 16:17:00,06-03 16:17:00,126.5662,43.8712,06-03 17:12:00,06-03 17:12:00,126.57943,43.84239,0603"
"2706437,31,Jilin,4849,126.57849,43.8415,5182,1,09-15 07:49:00,09-15 07:49:00,126.56603,43.87108,09-15 11:54:00,09-15 11:54:00,126.57807,43.84155,0915"
"4203842,31,Jilin,4849,126.57963,43.84128,5182,1,07-03 08:50:00,07-03 08:50:00,126.56629,43.87082,07-03 09:51:00,07-03 09:51:00,126.57674,43.84197,0703"
"1426746,31,Jilin,4849,126.57957,43.84138,5182,1,09-29 08:23:00,09-29 08:23:00,126.56607,43.871,09-29 14:41:00,09-29 14:41:00,126.5798,43.84134,0929"
"492367,31,Jilin,4849,126.57856,43.84142,5182,1,08-12 08:52:00,08-12 08:52:00,126.56631,43.87095,08-12 13:46:00,08-12 13:46:00,126.57752,43.84148,0812"
"3084813,31,Jilin,4849,126.57886,43.84212,5182,1,09-10 08:16:00,09-10 08:16:00,126.56624,43.87096,09-10 12:30:00,09-10 12:30:00,126.57751,43.84221,0910"
"3544326,31,Jilin,4849,126.57785,43.8432,5182,1,09-16 08:56:00,09-16 08:56:00,126.5662,43.87111,09-16 12:31:00,09-16 12:31:00,126.5776,43.84296,0916"
"2149488,31,Jilin,4849,126.57848,43.84181,5182,1,09-18 08:15:00,09-18 08:15:00,126.56616,43.871,09-18 13:22:00,09-18 13:22:00,126.57759,43.84183,0918"
"1891947,31,Jilin,4849,126.57895,43.84173,5182,1,06-16 07:38:00,06-16 07:38:00,126.56601,43.87063,06-16 10:10:00,06-16 10:10:00,126.57918,43.84177,0616"
"228514,31,Jilin,4849,126.57956,43.84126,5182,1,08-09 08:00:00,08-09 08:00:00,126.56604,43.87074,08-09 11:59:00,08-09 11:59:00,126.57948,43.84165,0809"
"3440171,31,Jilin,4849,126.57867,43.84263,5182,1,08-03 07:46:00,08-03 07:46:00,126.56605,43.87078,08-03 12:31:00,08-03 12:31:00,126.57878,43.84293,0803"
"2794391,31,Jilin,4849,126.57827,43.84316,5182,1,09-11 09:26:00,09-11 09:26:00,126.56604,43.87099,09-11 15:22:00,09-11 15:22:00,126.57767,43.84316,0911"
"3900274,31,Jilin,4849,126.58029,43.84206,5182,1,07-20 07:14:00,07-20 07:14:00,126.5661,43.87071,07-20 11:21:00,07-20 11:21:00,126.58435,43.84284,0720"
"1205175,31,Jilin,4849,126.57804,43.84221,5182,1,07-24 07:42:00,07-24 07:42:00,126.56615,43.87078,07-24 11:16:00,07-24 11:16:00,126.57894,43.84336,0724"
"580877,31,Jilin,4849,126.58021,43.84132,5182,1,09-05 08:36:00,09-05 08:36:00,126.5661,43.87092,09-05 13:42:00,09-05 13:42:00,126.57991,43.84142,0905"
"3805493,31,Jilin,4849,126.5789,43.84212,5182,1,07-12 11:22:00,07-12 11:22:00,126.56608,43.87083,07-12 14:21:00,07-12 14:21:00,126.57712,43.8421,0712"
"2032478,31,Jilin,4849,126.57887,43.84211,5182,1,06-28 08:48:00,06-28 08:48:00,126.56607,43.87082,06-28 13:30:00,06-28 13:30:00,126.57303,43.83909,0628"
"3571443,31,Jilin,4849,126.57782,43.84328,5182,1,09-03 08:36:00,09-03 08:36:00,126.56629,43.87106,09-03 13:18:00,09-03 13:18:00,126.57742,43.8428,0903"
"371665,31,Jilin,1558,126.58932,43.8765,5300,1,10-19 08:39:00,10-19 08:39:00,126.56611,43.87107,10-19 13:54:00,10-19 13:54:00,126.56622,43.87088,1019"
"552107,31,Jilin,1558,126.58853,43.87597,5300,1,10-11 16:07:00,10-11 16:07:00,126.56627,43.87071,10-11 20:03:00,10-11 20:03:00,126.55876,43.8693,1011"
"3514784,31,Jilin,949,126.58389,43.84302,5569,1,09-14 08:00:00,09-14 08:00:00,126.56612,43.87107,09-14 10:40:00,09-14 10:40:00,126.58806,43.84153,0914"
"3207768,31,Jilin,949,126.58386,43.843,5569,1,09-01 09:02:00,09-01 09:02:00,126.56613,43.87113,09-01 10:57:00,09-01 10:57:00,126.58667,43.84168,0901"
"1127903,31,Jilin,949,126.58397,43.84308,5569,1,08-17 07:46:00,08-17 07:46:00,126.56619,43.87104,08-17 09:54:00,08-17 09:54:00,126.5881,43.84153,0817"
"2817175,31,Jilin,4849,126.58363,43.84273,5569,1,09-25 08:08:00,09-25 08:08:00,126.56622,43.87115,09-25 14:28:00,09-25 14:28:00,126.58383,43.84288,0925"
"2282807,31,Jilin,4849,126.5845,43.84273,5569,1,09-22 08:08:00,09-22 08:08:00,126.56622,43.87101,09-22 13:58:00,09-22 13:58:00,126.58447,43.84281,0922"
